RequestMethod,RequestURIPath,RequestURIQuery,RequestProtocol,UserAgent,Referer,AcceptEncoding,ContentType,Accept,Cookie,Connection,OtherHeaders,RequestBody,ResponseStatus,AIVerdictLabel,AIVulnerabilityTypeLabel,RequestLength,PathLength,QueryLength,BodyLength,NumParams,LongestParamValueLength,NumSpecialChars,NumEncodedChars,NumDoubleEncodedChars,RatioSpecialCharsToTotalChars,NumKeywords,NumUniqueChars,IsJSONBody,IsXMLBody,IsMultipartForm,HasNumericPathSegment,DepthOfPath,UsesBase64Encoding,UsesHexEncoding,HasMultipleContentLength,InvalidHTTPVersion,NumHTTPHeaders,TimeOfDayHour,TimeOfDayDayOfWeek
DELETE,/api/Users/1463,,HTTP/1.1,BurpSuite,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,150,15,0,0,0,0,3,0,0,0.2,0,12,False,False,False,True,3,False,False,False,False,5,21,Thursday
GET,/api/Feedbacks/18775,,HTTP/1.1,Nikto/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,130,20,0,0,0,0,3,0,0,0.15,0,15,False,False,False,True,3,True,False,False,False,4,21,Thursday
DELETE,/api/Users/19,,HTTP/1.1,Nessus/,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,146,13,0,0,0,0,3,0,0,0.2308,0,10,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/1175,,HTTP/1.1,Nessus/,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,148,15,0,0,0,0,3,0,0,0.2,0,11,False,False,False,True,3,False,False,False,False,5,21,Thursday
GET,/api/Feedbacks/42,,HTTP/1.1,sqlmap/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,128,17,0,0,0,0,3,0,0,0.1765,0,13,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/Feedbacks/11227,,HTTP/1.1,sqlmap/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,131,20,0,0,0,0,3,0,0,0.15,0,14,False,False,False,True,3,True,False,False,False,4,21,Thursday
POST,/rest/user/forgot-password,,HTTP/1.1,Nikto/2.1.6,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:30,"{""email"": ""admin@example.com""}",,malicious,enum,224,26,0,30,1,17,12,0,0,0.2143,0,27,True,False,False,False,3,True,False,False,False,6,21,Thursday
POST,/rest/user/forgot-password,,HTTP/1.1,Nikto/2.1.6,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:47,"{""email"": ""nonexistent_user_20296@example.com""}",,malicious,enum,241,26,0,47,1,34,14,0,0,0.1918,0,32,True,False,False,False,3,False,False,False,False,6,21,Thursday
GET,/rest/memories/4,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,156,16,0,0,0,0,3,0,0,0.1875,0,9,False,False,False,True,3,True,False,False,False,4,21,Thursday
GET,/rest/memories/18740,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,160,20,0,0,0,0,3,0,0,0.15,0,13,False,False,False,True,3,True,False,False,False,4,21,Thursday
GET,/api/Challenges/40,,HTTP/1.1,Nessus/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,129,18,0,0,0,0,3,0,0,0.1667,0,13,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/Challenges/668,,HTTP/1.1,Nessus/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,130,19,0,0,0,0,3,0,0,0.1579,0,13,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/Cards/4,,HTTP/1.1,sqlmap/1.7.9,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,128,12,0,0,0,0,3,0,0,0.25,0,9,False,False,False,True,3,True,False,False,False,4,21,Thursday
GET,/api/Cards/14594,,HTTP/1.1,sqlmap/1.7.9,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,132,16,0,0,0,0,3,0,0,0.1875,0,12,False,False,False,True,3,True,False,False,False,4,21,Thursday
GET,/api/Orders/18,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,154,14,0,0,0,0,3,0,0,0.2143,0,11,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/Orders/18596,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,157,17,0,0,0,0,3,0,0,0.1765,0,14,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/rest/memories/1,,HTTP/1.1,Nmap Scripting Engine,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,141,16,0,0,0,0,3,0,0,0.1875,0,9,False,False,False,True,3,True,False,False,False,4,21,Thursday
GET,/rest/memories/14177,,HTTP/1.1,Nmap Scripting Engine,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,145,20,0,0,0,0,3,0,0,0.15,0,11,False,False,False,True,3,True,False,False,False,4,21,Thursday
POST,/rest/user/login,,HTTP/1.1,sqlmap/1.7.9,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:59,"{""email"": ""admin@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,244,16,0,59,2,17,18,0,0,0.24,0,26,True,False,False,False,3,False,False,False,False,6,21,Thursday
POST,/rest/user/login,,HTTP/1.1,sqlmap/1.7.9,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:76,"{""email"": ""nonexistent_user_99408@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,261,16,0,76,2,34,20,0,0,0.2174,0,31,True,False,False,False,3,True,False,False,False,6,21,Thursday
GET,/api/PrivacyRequests/19,,HTTP/1.1,Nmap Scripting Engine,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,148,23,0,0,0,0,3,0,0,0.1304,0,17,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/PrivacyRequests/1384,,HTTP/1.1,Nmap Scripting Engine,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,150,25,0,0,0,0,3,0,0,0.12,0,19,False,False,False,True,3,False,False,False,False,4,21,Thursday
DELETE,/api/Users/11,,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,265,13,0,0,0,0,3,0,0,0.2308,0,9,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/1255,,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,267,15,0,0,0,0,3,0,0,0.2,0,11,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/20,,HTTP/1.1,Exabot/3.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,149,13,0,0,0,0,3,0,0,0.2308,0,10,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/1710,,HTTP/1.1,Exabot/3.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,151,15,0,0,0,0,3,0,0,0.2,0,11,False,False,False,True,3,False,False,False,False,5,21,Thursday
GET,/sitemap.xml,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,152,12,0,0,0,0,2,0,0,0.1667,0,11,False,False,False,False,1,True,False,False,False,4,21,Thursday
GET,/api/Feedbacks/99,,HTTP/1.1,sqlmap/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,128,17,0,0,0,0,3,0,0,0.1765,0,12,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/Feedbacks/18501,,HTTP/1.1,sqlmap/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,131,20,0,0,0,0,3,0,0,0.15,0,15,False,False,False,True,3,True,False,False,False,4,21,Thursday
GET,/data/access.log,,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,200,16,0,0,0,0,3,0,0,0.1875,0,11,False,False,False,False,2,True,False,False,False,4,21,Thursday
DELETE,/api/Users/2,,HTTP/1.1,SemrushBot/7.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,152,12,0,0,0,0,3,0,0,0.25,0,9,False,False,False,True,3,True,False,False,False,5,21,Thursday
DELETE,/api/Users/1991,,HTTP/1.1,SemrushBot/7.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,155,15,0,0,0,0,3,0,0,0.2,0,10,False,False,False,True,3,False,False,False,False,5,21,Thursday
GET,/rest/products/54,,HTTP/1.1,Nessus/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,128,17,0,0,0,0,3,0,0,0.1765,0,12,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/rest/products/19521,,HTTP/1.1,Nessus/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,131,20,0,0,0,0,3,0,0,0.15,0,14,False,False,False,True,3,True,False,False,False,4,21,Thursday
GET,/LICENSE,,HTTP/1.1,Nikto/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,118,8,0,0,0,0,1,0,0,0.125,0,7,False,False,False,False,1,True,False,False,False,4,21,Thursday
GET,/download,file=LICENSE,HTTP/1.1,Nikto/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,132,9,12,0,1,7,1,0,0,0.0476,0,17,False,False,False,False,1,False,False,False,False,4,21,Thursday
GET,/package.json,,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,228,13,0,0,0,0,2,0,0,0.1538,0,12,False,False,False,False,1,False,False,False,False,4,21,Thursday
GET,/download,file=package.json,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,242,9,17,0,1,12,2,0,0,0.0769,0,18,False,False,False,False,1,False,False,False,False,4,21,Thursday
GET,/package-lock.json,,HTTP/1.1,HeadlessChrome/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,137,18,0,0,0,0,2,0,0,0.1111,0,14,False,False,False,False,1,False,False,False,False,4,21,Thursday
GET,/download,file=package-lock.json,HTTP/1.1,HeadlessChrome/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,151,9,22,0,1,17,2,0,0,0.0645,0,19,False,False,False,False,1,False,False,False,False,4,21,Thursday
GET,/wp-admin,,HTTP/1.1,OpenVAS/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,121,9,0,0,0,0,1,0,0,0.1111,0,9,False,False,False,False,1,False,False,False,False,4,21,Thursday
DELETE,/api/Users/18,,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,219,13,0,0,0,0,3,0,0,0.2308,0,10,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/11,,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,219,13,0,0,0,0,3,0,0,0.2308,0,9,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/1695,,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,221,15,0,0,0,0,3,0,0,0.2,0,12,False,False,False,True,3,False,False,False,False,5,21,Thursday
GET,/api/Orders/15,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,154,14,0,0,0,0,3,0,0,0.2143,0,11,False,False,False,True,3,False,False,False,False,4,21,Thursday
DELETE,/api/Users/1908,,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,221,15,0,0,0,0,3,0,0,0.2,0,12,False,False,False,True,3,False,False,False,False,5,21,Thursday
GET,/api/Orders/12442,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,157,17,0,0,0,0,3,0,0,0.1765,0,12,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/Challenges/100,,HTTP/1.1,Nikto/2.1.6,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,134,19,0,0,0,0,3,0,0,0.1579,0,13,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/Challenges/880,,HTTP/1.1,Nikto/2.1.6,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,134,19,0,0,0,0,3,0,0,0.1579,0,13,False,False,False,True,3,False,False,False,False,4,21,Thursday
DELETE,/api/Users/6,,HTTP/1.1,curl/7.88.1,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,149,12,0,0,0,0,3,0,0,0.25,0,9,False,False,False,True,3,True,False,False,False,5,21,Thursday
DELETE,/api/Users/1867,,HTTP/1.1,curl/7.88.1,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,152,15,0,0,0,0,3,0,0,0.2,0,12,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/13,,HTTP/1.1,Wget/1.21.3,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,150,13,0,0,0,0,3,0,0,0.2308,0,10,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/1555,,HTTP/1.1,Wget/1.21.3,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,152,15,0,0,0,0,3,0,0,0.2,0,10,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/14,,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,219,13,0,0,0,0,3,0,0,0.2308,0,10,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/1353,,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,221,15,0,0,0,0,3,0,0,0.2,0,11,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/6,,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,221,12,0,0,0,0,3,0,0,0.25,0,9,False,False,False,True,3,True,False,False,False,5,21,Thursday
DELETE,/api/Users/1813,,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,224,15,0,0,0,0,3,0,0,0.2,0,11,False,False,False,True,3,False,False,False,False,5,21,Thursday
POST,/rest/user/forgot-password,,HTTP/1.1,sqlmap/1.7.9,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:29,"{""email"": ""test@example.com""}",,malicious,enum,224,26,0,29,1,16,12,0,0,0.2182,0,26,True,False,False,False,3,False,False,False,False,6,21,Thursday
POST,/rest/user/forgot-password,,HTTP/1.1,sqlmap/1.7.9,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:47,"{""email"": ""nonexistent_user_34883@example.com""}",,malicious,enum,242,26,0,47,1,34,14,0,0,0.1918,0,31,True,False,False,False,3,False,False,False,False,6,21,Thursday
GET,/api/Cards/46,,HTTP/1.1,Nessus/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,124,13,0,0,0,0,3,0,0,0.2308,0,10,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/Cards/16365,,HTTP/1.1,Nessus/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,127,16,0,0,0,0,3,0,0,0.1875,0,12,False,False,False,True,3,True,False,False,False,4,21,Thursday
GET,/api/Feedbacks/48,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,157,17,0,0,0,0,3,0,0,0.1765,0,13,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/Feedbacks/17364,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,160,20,0,0,0,0,3,0,0,0.15,0,16,False,False,False,True,3,True,False,False,False,4,21,Thursday
GET,/api/SecurityQuestions/4,,HTTP/1.1,sqlmap/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,135,24,0,0,0,0,3,0,0,0.125,0,16,False,False,False,True,3,True,False,False,False,4,21,Thursday
GET,/api/SecurityQuestions/172,,HTTP/1.1,sqlmap/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,137,26,0,0,0,0,3,0,0,0.1154,0,18,False,False,False,True,3,False,False,False,False,4,21,Thursday
POST,/rest/user/login,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:58,"{""email"": ""root@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,267,16,0,58,2,16,18,0,0,0.2432,0,26,True,False,False,False,3,False,False,False,False,6,21,Thursday
POST,/rest/user/login,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:76,"{""email"": ""nonexistent_user_13270@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,285,16,0,76,2,34,20,0,0,0.2174,0,32,True,False,False,False,3,True,False,False,False,6,21,Thursday
POST,/rest/user/login,,HTTP/1.1,sqlmap/1.7.9,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:58,"{""email"": ""user@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,243,16,0,58,2,16,18,0,0,0.2432,0,26,True,False,False,False,3,False,False,False,False,6,21,Thursday
POST,/rest/user/login,,HTTP/1.1,sqlmap/1.7.9,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:76,"{""email"": ""nonexistent_user_79958@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,261,16,0,76,2,34,20,0,0,0.2174,0,31,True,False,False,False,3,True,False,False,False,6,21,Thursday
GET,/.env,,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,192,5,0,0,0,0,2,0,0,0.4,0,5,False,False,False,False,1,False,False,False,False,4,21,Thursday
GET,/rest/products/53,,HTTP/1.1,sqlmap/1.7.9,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,133,17,0,0,0,0,3,0,0,0.1765,0,12,False,False,False,True,3,False,False,False,False,4,21,Thursday
POST,/rest/user/login,,HTTP/1.1,OpenVAS/,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:61,"{""email"": ""support@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,242,16,0,61,2,19,18,0,0,0.2338,0,26,True,False,False,False,3,False,False,False,False,6,21,Thursday
GET,/rest/products/19845,,HTTP/1.1,sqlmap/1.7.9,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,136,20,0,0,0,0,3,0,0,0.15,0,15,False,False,False,True,3,True,False,False,False,4,21,Thursday
POST,/rest/user/login,,HTTP/1.1,OpenVAS/,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:76,"{""email"": ""nonexistent_user_76103@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,257,16,0,76,2,34,20,0,0,0.2174,0,32,True,False,False,False,3,True,False,False,False,6,21,Thursday
GET,/api/SecurityQuestions/6,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,164,24,0,0,0,0,3,0,0,0.125,0,16,False,False,False,True,3,True,False,False,False,4,21,Thursday
GET,/api/SecurityQuestions/173,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,166,26,0,0,0,0,3,0,0,0.1154,0,18,False,False,False,True,3,False,False,False,False,4,21,Thursday
DELETE,/api/Users/5,,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) CriOS/125.0.6422.76 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,269,12,0,0,0,0,3,0,0,0.25,0,9,False,False,False,True,3,True,False,False,False,5,21,Thursday
DELETE,/api/Users/1866,,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) CriOS/125.0.6422.76 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,272,15,0,0,0,0,3,0,0,0.2,0,11,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/8,,HTTP/1.1,curl/8.6.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,148,12,0,0,0,0,3,0,0,0.25,0,9,False,False,False,True,3,True,False,False,False,5,21,Thursday
DELETE,/api/Users/1198,,HTTP/1.1,curl/8.6.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,151,15,0,0,0,0,3,0,0,0.2,0,11,False,False,False,True,3,False,False,False,False,5,21,Thursday
GET,/api/Addresses/23,,HTTP/1.1,Nessus/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,128,17,0,0,0,0,3,0,0,0.1765,0,11,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/Addresses/13589,,HTTP/1.1,Nessus/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,131,20,0,0,0,0,3,0,0,0.15,0,14,False,False,False,True,3,True,False,False,False,4,21,Thursday
DELETE,/api/Users/6,,HTTP/1.1,GuzzleHttp/7.2,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,152,12,0,0,0,0,3,0,0,0.25,0,9,False,False,False,True,3,True,False,False,False,5,21,Thursday
DELETE,/api/Users/1236,,HTTP/1.1,GuzzleHttp/7.2,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,155,15,0,0,0,0,3,0,0,0.2,0,12,False,False,False,True,3,False,False,False,False,5,21,Thursday
DELETE,/api/Users/5,,HTTP/1.1,curl/7.88.1,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,149,12,0,0,0,0,3,0,0,0.25,0,9,False,False,False,True,3,True,False,False,False,5,21,Thursday
DELETE,/api/Users/1903,,HTTP/1.1,curl/7.88.1,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,152,15,0,0,0,0,3,0,0,0.2,0,12,False,False,False,True,3,False,False,False,False,5,21,Thursday
GET,/logs,,HTTP/1.1,Nmap Scripting Engine,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,130,5,0,0,0,0,1,0,0,0.2,0,5,False,False,False,False,1,False,False,False,False,4,21,Thursday
GET,/api/Addresses/21,,HTTP/1.1,OpenVAS/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,129,17,0,0,0,0,3,0,0,0.1765,0,11,False,False,False,True,3,False,False,False,False,4,21,Thursday
GET,/api/Addresses/12732,,HTTP/1.1,OpenVAS/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,132,20,0,0,0,0,3,0,0,0.15,0,13,False,False,False,True,3,True,False,False,False,4,21,Thursday
DELETE,/api/Users/6,,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,218,12,0,0,0,0,3,0,0,0.25,0,9,False,False,False,True,3,True,False,False,False,5,21,Thursday
DELETE,/api/Users/1877,,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,enum,221,15,0,0,0,0,3,0,0,0.2,0,11,False,False,False,True,3,False,False,False,False,5,21,Thursday
POST,/rest/user/login,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:58,"{""email"": ""user@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,267,16,0,58,2,16,18,0,0,0.2432,0,26,True,False,False,False,3,False,False,False,False,6,21,Thursday
POST,/rest/user/login,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:76,"{""email"": ""nonexistent_user_92491@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,285,16,0,76,2,34,20,0,0,0.2174,0,31,True,False,False,False,3,True,False,False,False,6,21,Thursday
POST,/rest/user/login,,HTTP/1.1,Nmap Scripting Engine,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:58,"{""email"": ""test@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,252,16,0,58,2,16,18,0,0,0.2432,0,26,True,False,False,False,3,False,False,False,False,6,21,Thursday
POST,/rest/user/login,,HTTP/1.1,Nmap Scripting Engine,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:76,"{""email"": ""nonexistent_user_47677@example.com"", ""password"": ""wrongpassword""}",,malicious,enum,270,16,0,76,2,34,20,0,0,0.2174,0,30,True,False,False,False,3,True,False,False,False,6,21,Thursday
GET,/api/PrivacyRequests/13,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,enum,163,23,0,0,0,0,3,0,0,0.1304,0,17,False,False,False,True,3,False,False,False,False,4,21,Thursday
